"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44380184","5.1.3","2.54","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44380184","5.1.3","-0.81","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44380184","5.1.3","3.25","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44380184","5.1.3","-0.27","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44380184","5.1.3","2.82","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000151743","5.1.15","9340","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000151743","5.1.15","8881","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000151743","5.1.15","9049","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000151743","5.1.15","8988","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000151743","5.1.15","7957","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000151744","5.1.16","14.64","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000151744","5.1.16","14.01","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000151744","5.1.16","13.71","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000151744","5.1.16","13.52","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000151744","5.1.16","11.76","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total cleared","Number","223","units","0","v44374736","5.1.4","24546","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total cleared","Number","223","units","0","v44374736","5.1.4","24674","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total cleared","Number","223","units","0","v44374736","5.1.4","23251","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total cleared","Number","223","units","0","v44374736","5.1.4","21657","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total cleared","Number","223","units","0","v44374736","5.1.4","19787","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44366813","5.1.5","15972","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44366813","5.1.5","16441","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44366813","5.1.5","16191","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44366813","5.1.5","14865","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44366813","5.1.5","13390","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404601","5.1.6","8574","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404601","5.1.6","8233","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404601","5.1.6","7060","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404601","5.1.6","6792","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44404601","5.1.6","6397","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44348367","5.1.7","15353","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44348367","5.1.7","15694","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44348367","5.1.7","15223","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44348367","5.1.7","13854","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44348367","5.1.7","12352","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1821.45","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1844.43","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1765.58","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1585.58","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1396.73","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14163","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14712","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14316","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","13307","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","11780","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1803.34","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1853.17","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1778.26","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1630.85","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1425.75","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1190","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","982","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","907","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","547","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","572","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","2068.67","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","1722.66","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","1586.89","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","946.43","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","984.19","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1865","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1493","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1322","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","934","","","","0"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","987","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3242.07","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","2619.07","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","2312.97","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","1616.03","","","","2"
"2021","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","1698.24","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Actual incidents","Number","223","units","0","v44331594","7.1.1","44106","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Actual incidents","Number","223","units","0","v44331594","7.1.1","46647","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Actual incidents","Number","223","units","0","v44331594","7.1.1","52457","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Actual incidents","Number","223","units","0","v44331594","7.1.1","53094","","","","0"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Actual incidents","Number","223","units","0","v44331594","7.1.1","56382","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44358161","7.1.2","5753.30","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44358161","7.1.2","6055.68","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44358161","7.1.2","6750.11","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44358161","7.1.2","6779.08","","","","2"
"2021","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44358161","7.1.2","7143.97","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44410372","7.1.3","9.04","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44410372","7.1.3","5.26","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44410372","7.1.3","11.47","","","","2"
